SpecimenID	SpectrumID	Spectro	SpeShort	Wing	Side	Spot	SpecimenID.MEB	SpecimenID.ADN	Tribe	Tip.Label	New.TipLabel	Genus	species	mimicry.ring
TR17-10	TR17-10_HAGNMORT_FW_V_v1_1811346U1	1811346U1	HAGNMORT	FW	V	s1	TR17-10	TR17-10		Hagnagora_mortipax	Hagnagora_mortipax	Hagnagora	mortipax	agnosia
TR17-10	TR17-10_HAGNMORT_FW_V_v2_1811346U1	1811346U1	HAGNMORT	FW	V	s2	TR17-10	TR17-10		Hagnagora_mortipax	Hagnagora_mortipax	Hagnagora	mortipax	agnosia
TR17-10	TR17-10_HAGNMORT_FW_V_v3_1811346U1	1811346U1	HAGNMORT	FW	V	s3	TR17-10	TR17-10		Hagnagora_mortipax	Hagnagora_mortipax	Hagnagora	mortipax	agnosia
TR17-10	TR17-10_HAGNMORT_FW_V_v4_1811346U1	1811346U1	HAGNMORT	FW	V	s4	TR17-10	TR17-10		Hagnagora_mortipax	Hagnagora_mortipax	Hagnagora	mortipax	agnosia
TR17-10	TR17-10_HAGNMORT_FW_V_v5_1811346U1	1811346U1	HAGNMORT	FW	V	s5	TR17-10	TR17-10		Hagnagora_mortipax	Hagnagora_mortipax	Hagnagora	mortipax	agnosia
TR17-11	TR17-11_GEO8_FW_V_v1_1811346U1	1811346U1	GEO8	FW	V	s1	TR17-11	TR17-11		TR17_11_GEO8	Riodin_3		Riodin3	agnosia
TR17-11	TR17-11_GEO8_FW_V_v2_1811346U1	1811346U1	GEO8	FW	V	s2	TR17-11	TR17-11		TR17_11_GEO8	Riodin_3		Riodin3	agnosia
TR17-11	TR17-11_GEO8_FW_V_v3_1811346U1	1811346U1	GEO8	FW	V	s3	TR17-11	TR17-11		TR17_11_GEO8	Riodin_3		Riodin3	agnosia
TR17-11	TR17-11_GEO8_FW_V_v4_1811346U1	1811346U1	GEO8	FW	V	s4	TR17-11	TR17-11		TR17_11_GEO8	Riodin_3		Riodin3	agnosia
TR17-11	TR17-11_GEO8_FW_V_v5_1811346U1	1811346U1	GEO8	FW	V	s5	TR17-11	TR17-11		TR17_11_GEO8	Riodin_3		Riodin3	agnosia
TR17-12	TR17-12_GEO7_FW_V_v1_1811346U1	1811346U1	GEO7	FW	V	s1	TR17-12	TR17-12		TR17_12_GEO7	Riodin_2		Riodin2	agnosia
TR17-12	TR17-12_GEO7_FW_V_v2_1811346U1	1811346U1	GEO7	FW	V	s2	TR17-12	TR17-12		TR17_12_GEO7	Riodin_2		Riodin2	agnosia
TR17-12	TR17-12_GEO7_FW_V_v3_1811346U1	1811346U1	GEO7	FW	V	s3	TR17-12	TR17-12		TR17_12_GEO7	Riodin_2		Riodin2	agnosia
TR17-12	TR17-12_GEO7_FW_V_v4_1811346U1	1811346U1	GEO7	FW	V	s4	TR17-12	TR17-12		TR17_12_GEO7	Riodin_2		Riodin2	agnosia
TR17-12	TR17-12_GEO7_FW_V_v5_1811346U1	1811346U1	GEO7	FW	V	s5	TR17-12	TR17-12		TR17_12_GEO7	Riodin_2		Riodin2	agnosia
TR17-14	TR17-14_DISMTHEU_FW_V_v1_1811346U1	1811346U1	DISMTHEU	FW	V	s1	TR17-14	TR17-14		TR17_14_DISMTHEU	Dismorphia_theucharila_leucone	Dismorphia	theucharila	lerida
TR17-14	TR17-14_DISMTHEU_FW_V_v2_1811346U1	1811346U1	DISMTHEU	FW	V	s2	TR17-14	TR17-14		TR17_14_DISMTHEU	Dismorphia_theucharila_leucone	Dismorphia	theucharila	lerida
TR17-14	TR17-14_DISMTHEU_FW_V_v3_1811346U1	1811346U1	DISMTHEU	FW	V	s3	TR17-14	TR17-14		TR17_14_DISMTHEU	Dismorphia_theucharila_leucone	Dismorphia	theucharila	lerida
TR17-14	TR17-14_DISMTHEU_FW_V_v4_1811346U1	1811346U1	DISMTHEU	FW	V	s4	TR17-14	TR17-14		TR17_14_DISMTHEU	Dismorphia_theucharila_leucone	Dismorphia	theucharila	lerida
TR17-14	TR17-14_DISMTHEU_FW_V_v5_1811346U1	1811346U1	DISMTHEU	FW	V	s5	TR17-14	TR17-14		TR17_14_DISMTHEU	Dismorphia_theucharila_leucone	Dismorphia	theucharila	lerida
TR17-16	TR17-16_GEO9_FW_V_v1_1811346U1	1811346U1	GEO9	FW	V	s1	TR17-16	TR17-16		TR17_16_GEO9	Geo_9		Geo9	agnosia
TR17-16	TR17-16_GEO9_FW_V_v2_1811346U1	1811346U1	GEO9	FW	V	s2	TR17-16	TR17-16		TR17_16_GEO9	Geo_9		Geo9	agnosia
TR17-16	TR17-16_GEO9_FW_V_v3_1811346U1	1811346U1	GEO9	FW	V	s3	TR17-16	TR17-16		TR17_16_GEO9	Geo_9		Geo9	agnosia
TR17-16	TR17-16_GEO9_FW_V_v4_1811346U1	1811346U1	GEO9	FW	V	s4	TR17-16	TR17-16		TR17_16_GEO9	Geo_9		Geo9	agnosia
TR17-16	TR17-16_GEO9_FW_V_v5_1811346U1	1811346U1	GEO9	FW	V	s5	TR17-16	TR17-16		TR17_16_GEO9	Geo_9		Geo9	agnosia
TR17-17	TR17-17_HYALXXXX_FW_V_v1_1811346U1	1811346U1	HYALXXXX	FW	V	s1	TR17-17	TR17-17		TR17_17_HYALGRA	Hyalurga_grandis	Hyalurga	grandis	agnosia
TR17-17	TR17-17_HYALXXXX_FW_V_v2_1811346U1	1811346U1	HYALXXXX	FW	V	s2	TR17-17	TR17-17		TR17_17_HYALGRA	Hyalurga_grandis	Hyalurga	grandis	agnosia
TR17-17	TR17-17_HYALXXXX_FW_V_v3_1811346U1	1811346U1	HYALXXXX	FW	V	s3	TR17-17	TR17-17		TR17_17_HYALGRA	Hyalurga_grandis	Hyalurga	grandis	agnosia
TR17-17	TR17-17_HYALXXXX_FW_V_v4_1811346U1	1811346U1	HYALXXXX	FW	V	s4	TR17-17	TR17-17		TR17_17_HYALGRA	Hyalurga_grandis	Hyalurga	grandis	agnosia
TR17-17	TR17-17_HYALXXXX_FW_V_v5_1811346U1	1811346U1	HYALXXXX	FW	V	s5	TR17-17	TR17-17		TR17_17_HYALGRA	Hyalurga_grandis	Hyalurga	grandis	agnosia
TR17-5	TR17-5_STALEUTE_FW_V_v1_1811346U1	1811346U1	STALEUTE	FW	V	s1	TR17-5	TR17-5		TR17_5_STALEUT	Stalachtis_euterpe	Stalachtis	euterpe	aureliana
TR17-5	TR17-5_STALEUTE_FW_V_v2_1811346U1	1811346U1	STALEUTE	FW	V	s2	TR17-5	TR17-5		TR17_5_STALEUT	Stalachtis_euterpe	Stalachtis	euterpe	aureliana
TR17-5	TR17-5_STALEUTE_FW_V_v3_1811346U1	1811346U1	STALEUTE	FW	V	s3	TR17-5	TR17-5		TR17_5_STALEUT	Stalachtis_euterpe	Stalachtis	euterpe	aureliana
TR17-5	TR17-5_STALEUTE_FW_V_v4_1811346U1	1811346U1	STALEUTE	FW	V	s4	TR17-5	TR17-5		TR17_5_STALEUT	Stalachtis_euterpe	Stalachtis	euterpe	aureliana
TR17-5	TR17-5_STALEUTE_FW_V_v5_1811346U1	1811346U1	STALEUTE	FW	V	s5	TR17-5	TR17-5		TR17_5_STALEUT	Stalachtis_euterpe	Stalachtis	euterpe	aureliana
TR17-6	TR17-6_DISMTHEU_FW_V_v1_1811346U1	1811346U1	DISMTHEU	FW	V	s1	TR17-22	TR17-6		TR17_6_DISMTHEU	Dismorphia_theucharila_orange-tip	Dismorphia	theucharila	aureliana
TR17-6	TR17-6_DISMTHEU_FW_V_v2_1811346U1	1811346U1	DISMTHEU	FW	V	s2	TR17-22	TR17-6		TR17_6_DISMTHEU	Dismorphia_theucharila_orange-tip	Dismorphia	theucharila	aureliana
TR17-6	TR17-6_DISMTHEU_FW_V_v3_1811346U1	1811346U1	DISMTHEU	FW	V	s3	TR17-22	TR17-6		TR17_6_DISMTHEU	Dismorphia_theucharila_orange-tip	Dismorphia	theucharila	aureliana
TR17-6	TR17-6_DISMTHEU_FW_V_v4_1811346U1	1811346U1	DISMTHEU	FW	V	s4	TR17-22	TR17-6		TR17_6_DISMTHEU	Dismorphia_theucharila_orange-tip	Dismorphia	theucharila	aureliana
TR17-6	TR17-6_DISMTHEU_FW_V_v5_1811346U1	1811346U1	DISMTHEU	FW	V	s5	TR17-22	TR17-6		TR17_6_DISMTHEU	Dismorphia_theucharila_orange-tip	Dismorphia	theucharila	aureliana
TR17-7	TR17-7_MOTH1_FW_V_v1_1811346U1	1811346U1	MOTH1	FW	V	s1	TR17-7	TR17-7		TR17_7_MOTH1	Arctiinae_1		Arctiinae1	eurimedia
TR17-7	TR17-7_MOTH1_FW_V_v2_1811346U1	1811346U1	MOTH1	FW	V	s2	TR17-7	TR17-7		TR17_7_MOTH1	Arctiinae_1		Arctiinae1	eurimedia
TR17-7	TR17-7_MOTH1_FW_V_v3_1811346U1	1811346U1	MOTH1	FW	V	s3	TR17-7	TR17-7		TR17_7_MOTH1	Arctiinae_1		Arctiinae1	eurimedia
TR17-7	TR17-7_MOTH1_FW_V_v4_1811346U1	1811346U1	MOTH1	FW	V	s4	TR17-7	TR17-7		TR17_7_MOTH1	Arctiinae_1		Arctiinae1	eurimedia
TR17-7	TR17-7_MOTH1_FW_V_v5_1811346U1	1811346U1	MOTH1	FW	V	s5	TR17-7	TR17-7		TR17_7_MOTH1	Arctiinae_1		Arctiinae1	eurimedia
